id,title,description,agency,collected,freq,api_url,download_url,tags
ABS_ANNUAL_ERP_ASGS2016,"ERP by SA2 and above (ASGS 2016), 2001 to 2021","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 3235.0",ABS,,,,,ASGS_2016;All;FREQ;MEASURE;REGION_TYPE;TIME_PERIOD;TIME_PERIOD_START;as;data;true
ABS_ANNUAL_ERP_ASGS2021,"ERP by SA2 and above (ASGS Edition 3), 2001 onwards","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 3235.0",ABS,,,,,ASGS_2021;All;FREQ;MEASURE;REGION_TYPE;TIME_PERIOD;TIME_PERIOD_START;as;data;true
ABS_ANNUAL_ERP_LGA2016,"ERP by LGA (ASGS 2016), Age and Sex, 2001 to 2016","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: LGA2016. Catalogue number: 3218.0",ABS,,annual,,,AGE;FREQUENCY;LGA_2016;MEASURE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;true
ABS_ANNUAL_ERP_LGA2017,"ERP by LGA (ASGS 2017), Age and Sex, 2001 to 2017","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: LGA2017. Catalogue number: 3218.0",ABS,,annual,,,AGE;FREQUENCY;LGA_2017;MEASURE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;true
ABS_ANNUAL_ERP_LGA2018,"ERP by LGA (ASGS 2018), Age by Sex, 2001 to 2018","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: LGA2018. Catalogue number: 3218.0",ABS,,annual,,,AGE;FREQUENCY;LGA_2018;MEASURE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;true
ABS_ANNUAL_ERP_LGA2019,"ERP by LGA (ASGS 2019), Age and Sex, 2001 to 2019","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: LGA2019. Catalogue number: 3218.0",ABS,,annual,,,AGE;FREQUENCY;LGA_2019;MEASURE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;true
ABS_ANNUAL_ERP_LGA2020,"ERP by LGA (ASGS 2020), Age and Sex, 2001 to 2020","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: LGA2020. Catalogue number: 3218.0",ABS,,annual,,,AGE;FREQUENCY;LGA_2020;MEASURE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;true
ABS_ANNUAL_ERP_LGA2021,"ERP by LGA (2021), Age and Sex, 2001 to 2021","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: LGA2021. Catalogue number: 3218.0",ABS,,annual,,,(Excel;AGE;Data;FREQUENCY;LGA_2021;MEASURE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;cubes;true
ABS_ANNUAL_ERP_LGA2022,"ERP by LGA (2022), Age and Sex, 2001 to 2022","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: LGA2021. Catalogue number: 3218.0",ABS,,annual,,,(Excel;AGE;Data;FREQUENCY;LGA_2022;MEASURE;REGION_TYPE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;cubes;true
ABS_ANNUAL_ERP_LGA2023,"ERP by LGA (2023), Age and Sex, 2001 to 2023","Estimated Resident Population (ERP) is the official measure of the Australian population. ERP for sub-state regions (including SA2s and LGAs) is published annually, with a reference date of 30 June. Unit of measure: Persons. Geographic coverage: LGA2021. Catalogue number: 3218.0",ABS,,annual,,,(Excel;AGE;Data;FREQUENCY;LGA_2023;MEASURE;REGION_TYPE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;cubes;true
ABS_ANNUAL_ERP_LGA2024,"ERP by LGA (2024), Age and Sex, 2001 to 2024",Statistics about the population by age and sex for Australia's Local Government Areas. Unit of measure: Persons. Geographic coverage: LGA2024. Catalogue number: 3235.0,ABS,,annual,,,(Excel;AGE;Data;FREQUENCY;LGA_2023;MEASURE;REGION_TYPE;SEX_ABS;TIME_PERIOD;TIME_PERIOD_START;cubes;true
ABS_C16_G43_LGA,"Census 2016, G43 Labour force status by age by sex (LGA)","Census 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Labour force status by sex of parents by age of dependent children for Couple families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,AGE;LFSP_C16;LGA_2016;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G43_SA,"Census 2016, G43 Labour force status by age by sex (SA2+)","ASGS 2016 LGA based data for Total Labour force status by sex of parent by age of dependent children for one parent families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,AGE;ASGS_2016;LFSP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G44_LGA,"Census 2016, G44 Labour force status by sex of parents by age of dependent children for Couple families (LGA)","Census 2016 LGA based data for Total Labour force status by sex of parents by age of dependent children for Couple families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,AGE;LFSFF_C16;LFSMF_C16;LGA_2016;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G44_SA,"Census 2016, G44 Labour force status by sex of parents by age of dependent children for Couple families (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Labour force status by sex of parents by age of dependent children for Couple families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,AGE;ASGS_2016;Download;LFSFF_C16;LFSMF_C16;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;all;as;data;true
ABS_C16_G45_LGA,"Census 2016, G45 Labour force status by sex of parent by age of dependent children for one parent families (LGA)","Census 2016 LGA based data for Total Labour force status by sex of parent by age of dependent children for one parent families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,AGE;LFSP_C16;LGA_2016;REGIONTYPE;SEX;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G45_SA,"Census 2016, G45 Labour force status by sex of parent by age of dependent children for one parent families (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Labour force status by sex of parent by age of dependent children for one parent families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,AGE;ASGS_2016;LFSP_C16;REGIONTYPE;SEX;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G46_LGA,"Census 2016, G46 Non-school qualification: Level of Education by age by sex (LGA)","Census 2016 LGA based data for Total Non-school qualification: Level of Education by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,AGE;LGA_2016;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G46_SA,"Census 2016, G46 Non-school qualification: Level of Education by age by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Non-school qualification: Level of Education by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,AGE;ASGS_2016;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G47_LGA,"Census 2016, G47 Non-school Qualification: Field of Study by age by sex (LGA)","Census 2016 LGA based data for Total Non-school qualification: Field of Study by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,AGE;LGA_2016;QALFP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G47_SA,"Census 2016, G47 Non-school Qualification: Field of Study by age by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Non-school Qualification: Field of Study by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,AGE;ASGS_2016;QALFP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G48_LGA,"Census 2016, G48 Non-school Qualification: Field of study by occupation by sex (LGA)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Non-school Qualification: Field of study by occupation by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,LGA_2016;OCCP_C16;QALFP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G48_SA,"Census 2016, G48 Non-school Qualification: Field of study by occupation by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Non-school Qualification: Field of study by occupation by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,ASGS_2016;OCCP_C16;QALFP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G49_LGA,"Census 2016, G49 Non-school Qualification: Level of Education by occupation by sex (LGA)","Census 2016 LGA based data for Total Non-school Qualification Level of Education by occupation by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,LGA_2016;OCCP_C16;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G49_SA,"Census 2016, G49 Non-school Qualification: Level of Education by occupation by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Non-school Qualification Level of Education by occupation by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,ASGS_2016;OCCP_C16;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G50_LGA,"Census 2016, G50 Non-school Qualification: Level of Education by Industry of employment by sex (LGA)","Census 2016 LGA based data for Total Non-school Qualification: Level of Education by Industry of employment by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,INDP_C16;LGA_2016;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G50_SA,"Census 2016, G50 Non-school Qualification: Level of Education by Industry of employment by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Non-school Qualification: Level of Education by Industry of employment by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,ASGS_2016;INDP_C16;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G51_LGA,"Census 2016, G51 Industry of employment by age by sex (LGA)","Census 2016 LGA based data for Total Industry of employment by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,AGE;INDP_C16;LGA_2016;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G51_SA,"Census 2016, G51 Industry of employment by age by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Industry of employment by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,AGE;ASGS_2016;INDP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G52_LGA,"Census 2016, G52 Industry of employment by hours worked by sex (LGA)","Census 2016 LGA based data for Total Industry of employment by hours worked by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,HRSP_C16;INDP_C16;LGA_2016;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G52_SA,"Census 2016, G52 Industry of employment by hours worked by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Industry of employment by hours worked by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,ASGS_2016;HRSP_C16;INDP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G53_LGA,"Census 2016, G53 Industry of employment by occupation (LGA)","Census 2016 LGA based data for Industry of employment by occupation, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,HRSP_C16;INDP_C16;LGA_2016;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G53_SA,"Census 2016, G53 Industry of employment by occupation (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Industry of employment by occupation, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,ASGS_2016;HRSP_C16;INDP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G56_LGA,"Census 2016, G60 Total family income (weekly) by labour force status of parents/partners in families (LGA)","Census 2016 LGA based data for Total Family Income (weekly) by Labour Force Status by Family Composition , for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,FINF_C16;LFSF_C16;LGA_2016;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G56_SA,"Census 2016, G60 Total family income (weekly) by labour force status of parents/partners in families (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Family Income (weekly) by Labour Force Status by Family Composition , for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,ASGS_2016;FINF_C16;LFSF_C16;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G57_LGA,"Census 2016, G57 Occupation by Age by Sex (LGA)","Census 2016 LGA based data for Total Occupation by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,AGE;LGA_2016;OCCP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G57_SA,"Census 2016, G57 Occupation by Age by Sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Occupation by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,AGE;ASGS_2016;OCCP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G58_LGA,"Census 2016, G58 Occupation by Hours worked by sex (LGA)","Census 2016 LGA based data for Total Occupation by Hours worked by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,HRSP_C16;LGA_2016;OCCP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G58_SA,"Census 2016, G58 Occupation by Hours worked by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Occupation by Hours worked by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,ASGS_2016;HRSP_C16;OCCP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G59_LGA,"Census 2016, G59 Method of travel to work by sex (LGA)","Census 2016 LGA based data for Total Method of travel to work by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,LGA_2016;MTWP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_G59_SA,"Census 2016, G59 Method of travel to work by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Method of travel to work by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,ASGS_2016;MTWP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_T01_LGA,"Census 2016, Age by Sex (LGA)","ASGS 2016 LGA based data for Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,,,AGE;LGA_2016;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
ABS_C16_T01_SA,"Census 2016, T01 Age by Sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,,,AGE;ASGS_2016;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;true
